"FMID","MarketName","Website","street","city","County","State","zip","Season1Date","Season1Time","Season2Date","Season2Time","Season3Date","Season3Time","Season4Date","Season4Time","x","y","Location","Credit","WIC","WICcash","SFMNP","SNAP","Bakedgoods","Cheese","Crafts","Flowers","Eggs","Seafood","Herbs","Vegetables","Honey","Jams","Maple","Meat","Nursery","Nuts","Plants","Poultry","Prepared","Soap","Trees","Wine","updateTime"
1001561,"Ahwatukee Farmers' Market","http://www.arizonafarmersmarkets.com","4700 E. Warner Rd.","Phoenix","Maricopa","Arizona",85044,"10/06/2013 to 05/25/2014","Mon: 9:00 AM-1:00 PM;","06/01/2014 to 09/28/2014","Mon: 8:00 AM-11:00 AM;",,,,,-111.983133,33.331186,"Other","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N",6/24/2013 19:22
1000212,"Aiken County Farmers Market","http://www.VisitAikenSC.com","897 Richland Avenue East","Aiken","Aiken","South Carolina",29801,,,,,,,,,-81.7084941,33.5568819,"Local government building grounds","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",6/17/2013 16:01
1008575,"Airport District Collaborative Certified Farmers' Market",,"805 Empire Ave","Modesto","Stanislaus","California",95354,"06/14/2013 to 10/04/2013","Fri: 8:30 AM-12:00 PM;",,,,,,,-120.968681,37.626471,"Local government building grounds","Y","Y","N","Y","Y","N","N","N","N","Y","N","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N",6/26/2013 15:17
1008054,"Airport Farmers and Flea Market","http://www.facebook.com/pages/Airport-Farmers-and-Flea-Market/212219902247327","17375 Spring Hill Dr","Brooksville","Hernando","Florida",34604,"01/05/2013 to","Sat: 8:00 AM-3:00 PM;Sun: 8:00 AM-3:00 PM;",,,,,,,-82.441117,28.48114,"Other","Y","N","N","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","Y","Y","Y",6/14/2013 9:52
1007542,"Akebono Farmers’ Market",,"Akebono Parking Lot","Pahoa","Hawaii County","Hawaii",,,,,,,,,,-154.951,19.4975,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1001374,"Akers of Strawberries",,"1054 Melton Rd.","Baker","Okaloosa","Florida",32531,,,,,,,,,-86.7014,30.7979,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Jun 7 2010 10:59AM"
1001801,"Akron Farmers Market",,"City Park","Akron","Plymouth","Iowa",51031,,,,,,,,,-96.5573,42.8309,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005061,"Akwesasne Farmers Market",,"469 State Route 37, across from Akwesasne Sports","Hogansburg","Franklin","New York",,,,,,,,,,-74.6677,44.9739,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002217,"Ala Moana Farmers' Market","http://www.alamoanafarmersmarket.com","1450 Ala Moana Blvd","Honolulu","Honolulu","Hawaii",96814,"01/01/2013 to 12/31/2013","Sat: 8:00 AM-12:00 PM;",,,,,,,-157.84505,21.291364,"Private business parking lot","Y","N","N","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","N","Y","N",6/25/2013 18:23
1008612,"Alachua County Farmers' Market","http://www.441market.com","5920 NW 13th Street","Gainesville","Alachua","Florida",32653,"01/01/2013 to 12/31/2013","Sun: 8:30 AM-1:00 PM;",,,,,,,-82.352515,29.710665,"Local government building grounds","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N",6/27/2013 10:09
1006312,"Alamance County Farmers Market",,"200 S. Main St.","Burlington","Alamance","North Carolina",27215,,,,,,,,,-79.4357,36.0943,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
20003,"Alameda Farmers' Market","http://www.pcfma.com","Haight Street at Webster","Alameda",,"California",94502,,,,,,,,,-122.277,37.7742,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",
1004846,"Alamo Farmers Market",,"Buckhorn Ranch Road","Alamo","Lincoln","Nevada",89001,"05/21/2013 to","Tue: 10:00 AM-5:00 PM;Wed: 10:00 AM-5:00 PM;Thu: 10:00 AM-5:00 PM;Fri: 10:00 AM-5:00 PM;Sat: 10:00 AM-5:00 PM;Sun: -5:00 PM;",,,,,,,-115.1435,37.33075,"On a farm from: a barn, a greenhouse, a tent, a stand, etc","Y","N","N","Y","N","Y","N","N","N","Y","N","N","Y","N","N","N","N","N","N","Y","N","Y","N","N","N",6/11/2013 19:20
1004801,"Alamogordo Alameda Park Farmers' Market",,"1987 White Sands Blvd","Alamogordo","Otero","New Mexico",,"June to October","Wed:5:00 AM - sellout;Sat:9:00 AM - sellout;",,,,,,,-105.9606168,32.9126233,"Other","Y","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",5/9/2012 17:47
1004789,"Alamogordo Otero County Farmers' Market",,"401 Fairgrounds Rd","Alamogordo","Otero","New Mexico",,"January to December","Sat:8:30 AM - 11:00 AM;",,,,,,,-105.9606,32.92649,"Local government building grounds","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",5/15/2012 14:32
1004070,"Alamosa Farmers Market","http://www.alamosafarmersmarket.org","Main and State Streets Municipal Parking Lot","Alamosa","Alamosa","Colorado",81101,"07/06/2013 to 10/05/2013","Sat: 8:00 AM-1:00 PM;",,,,,,,-105.864687,37.467893,"Other","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","Y","N",6/17/2013 13:57
1004425,"Albany Downtown Farmers Market","http://www.eastbaker.net","Corner of W. Broad Ave. & N. Jackson St.","Albany","Dougherty","Georgia",31702,"May to December","Sat:8:00 AM - 2:00 PM;",,,,,,,-84.15366,31.57684,"Local government building grounds","Y","N","Y","N","N","Y","N","N","Y","N","N","N","Y","N","N","N","N","N","N","Y","N","N","Y","N","N",5/24/2012 18:23
1002175,"Albany Farmers' Market","http://www.locallygrown.org","4th Avenue & Ellsworth Street","Albany","Linn","Oregon",97321,"04/20/2013 to 11/23/2013","Sat: 9:00 AM-1:00 PM;",,,,,,,-123.105896,44.634984,"Local government building grounds","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","Y","Y","Y","Y","Y",6/24/2013 14:01
1005063,"Albert Lea Farmers Market","http://www.albertleafarmersmarket.com","147 N. Broadway Ave","Albert Lea","Freeborn","Minnesota",56007,"05/15/2013 to 10/30/2013","Wed: 4:00 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;",,,,,,,-93.369112,43.650982,"Other","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N",6/17/2013 19:52
1003118,"Alberta Farmers Market",,"1500 NE Alberta Street","Portland","Multnomah","Oregon",97211,,,,,,,,,-122.65,45.5591,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1004886,"ALBERTA FARMERS MARKET",,"21724 Highway 5 ","ALBERTA","WILCOX","Alabama",36720,,,,,,,,,-87.4101,32.2319,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1003007,"Albion Farmers Market",,"Main Street","Albion","Calhoun","Michigan",49224,,,,,,,,,-85.4148,41.3959,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Jun 3 2010 2:44PM"
1004766,"Albuquerque Downtown Growers' Market","http://www.downtownabq.com/growersmarket","8th & Central NE","Albuquerque","Bernalillo","New Mexico",,"May to November","Sat:7:00 AM - 12:00 PM;",,,,,,,-106.656754,35.085834,"Other","Y","Y","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",5/9/2012 18:32
1004761,"Albuquerque Northeast Farmers' & Artisans' Market","http://www.abqnemarket.org","6400 Wyoming Blvd","Albuquerque","Bernalillo","New Mexico",,"May to October","Tue:3:00 PM - 7:00 PM;",,,,,,,-106.55762,35.1506,"Educational institution","Y","Y","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",5/9/2012 18:46
1007016,"Albuquerque VA Growers' Market",,"1501 San Pedro Drive SE","Albuquerque","Bernalillo","New Mexico",,,,,,,,,,-106.578,35.0553,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002222,"Alcona Farmers Market","http://www.alconalocalfoods.org","320 S. State Steet (US23)","Harrisville","Alcona","Michigan",48740,"June to September","Sat:10:00 am - 1:00 pm;","April to May","Sat:10:00 am - 1:00 pm;","October to November","Sat:10:00 am - 1:00 pm;",,,-83.2973,44.6547,"Federal/State government building grounds","Y","N","N","N","N","Y","N","Y","N","N","Y","Y","N","Y","N","N","Y","N","N","N","N","N","Y","N","N",5/19/2011 12:38
1008252,"Alderson Farmers Market","http://www.aldersonmarket.org","Rt. 3 Main Street","Alderson","Greenbrier","West Virginia",24910,,"Sat: 8:00 AM-12:30 PM;",,,,,,,-80.642024,37.725954,"Private business parking lot","Y","N","N","Y","Y","Y","N","Y","N","N","N","Y","Y","N","Y","Y","Y","N","N","N","N","N","N","N","N",6/20/2013 7:04
1003236,"Aldrich Arena Farmers Market","http://www.stpaulfarmersmarket.com","1850 White Bear Ave.","Maplewood","Ramsey","Minnesota",55109,,,,,,,,,-93.0877,44.9609,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007238,"Alexander City Downtown Market","http://www.mainstreetac.org","Braod Street","Alexander City","Tallapoosa","Alabama",35010,,,,,,,,,-85.9549,32.9442,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1000519,"Alexandria Bay Farmers Market",,"Route 12","Alexandria Bay","Jefferson","New York",13607,,,,,,,,,-75.9157,44.3314,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1002159,"Alexandria Farmers Market","http://www.alexandriava.gov/market/farmersmarket.html","301 King St., Market Square","Alexandria","Alexandria","Virginia",22314,,,,,,,,,-77.043,38.8048,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007366,"Alexandria Farmers' Market","http://www.mfma.org/alexandria","2nd and Broadway","Alexandria","Douglas","Minnesota",56308,"05/11/2013 to 06/15/2013","Sat: 9:00 AM-12:00 PM;","06/20/2013 to 10/31/2013","Tue: 9:00 AM-12:00 PM;Thu: 3:00 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;",,,,,-95.376724,45.890763,"Other","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","N",6/12/2013 23:14
1008414,"alfred farmers market","http://www.alfredfarmersmarket.com/","Viliage bandstand on Main","alfred","Allegany","New York",14802,"07/07/2013 to 11/17/2013","Sun: 11:00 AM-3:00 PM;",,,,,,,-77.790122,42.253728,"Educational institution","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","Y","N","N","N","Y","Y","Y","N","N",6/25/2013 10:51
1007217,"Algoma Farm Market",,"SECOND ST. & CLARK STREET","Algoma","Kewaunee","Wisconsin",,,,,,,,,,-87.4363,44.6077,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1001300,"Algonquin Farmers Market",,"Washington St & S Harrison St.","Algonquin",,"Illinois",60102,,,,,,,,,-88.293,42.165,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001501,"Alhambra Farmers Market","http://www.farmernet.com","Monterey & East Bay State Sts.","Alhambra","Los Angeles","California",91801,,,,,,,,,-118.123,34.094,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007528,"Alii Garden Market Place",,"75-6129 Alii Drive","Kailua-Kona",,"Hawaii",96740,,,,,,,,,-155.982,19.6144,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1008835,"Alisal Certified Farmers' Market","http://www.everyonesharvest.org","632 East Alisal Street","Salinas","Monterey","California",93905,"06/18/2013 to 09/24/2013","Tue: 11:00 AM-4:00 PM;",,,,,,,-121.634203,36.673352,"Private business parking lot","Y","Y","Y","Y","Y","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","N","Y","N","N","N",7/9/2013 20:10
1005548,"All Locally Grown Produce","http://www.teenaspridecsa.com","20025 SW 270 Street","Homestead","Miami-Dade","Florida",33031,"01/01/2013 to","Sun: 1:00 AM-4:00 AM;",,,,,,,-80.516728,25.513552,"On a farm from: a barn, a greenhouse, a tent, a stand, etc","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","N","N","N",6/25/2013 10:01
1000268,"All-Local Farmers Market","http://www.stateplate.org","711 Whaley St","Columbia","Richland","South Carolina",29205,,,,,,,,,-81.0358,33.9847,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Apr 16 2010 5:06AM"
1000168,"All-Local Farmers Market 2","http://www.localharvest.org","Rosewood market on Rosewood Drive at Maple Street","Columbia","Richland","South Carolina",,,,,,,,,,-81.0044,33.9874,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Apr 16 2010 5:07AM"
1001962,"Allamakee Farmers Market",,"1013 Rossville Road","Waukon","Allamakee","Iowa",52172,,"Mon: 3:30 AM-6:00 AM;",,,,,,,-91.4742,43.2569,"Local government building grounds","Y","Y","N","Y","N","Y","N","N","Y","Y","N","Y","Y","N","Y","N","N","N","N","N","N","N","N","N","Y",6/27/2013 22:40
1002717,"Allegan Farmers Market",,"Water & Cutler","Allegan","Allegan","Michigan",49010,,,,,,,,,-85.8584,42.5287,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1008262,"Alleghany Farmers Market","http://www.alleghanyfarmersmarket.com","HWY 18 N","Sparta","Alleghany","North Carolina",28675,"05/11/2013 to 10/12/2013","Sat: 9:00 AM-1:00 PM;",,,,,,,-81.122593,36.503003,"Local government building grounds","Y","N","N","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","Y","N","N",6/20/2013 11:14
1002836,"Allen County Farmers' Market",,"4-20 S. Washington St.","Iola","Allen","Kansas",66749,"April to October","Thu:5:30 PM - 7:00 PM;",,,,,,,-95.4055011,37.922165,"Closed-off public street","Y","N","N","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N",5/24/2012 13:52
1008454,"Allen Street Farmers Market","http://www.allenneighborhoodcenter.org/food/market","1619 E. Kalamazoo","Lansing","Ingham","Michigan",48912,"01/01/2013 to 12/31/2013","Wed: 2:30 PM-7:00 PM;",,,,,,,-84.526307,42.729961,"Private business parking lot","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","N","N","Y","Y","N","N",6/25/2013 14:46
1007413,"Allendale County Farmers Market",,"Corner of Bay Street & US Highway 301","Allendale","Allendale","South Carolina",29810,,,,,,,,,-81.3191,33.0044,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007716,"Allentown Farigrounds Farmers Market","http://www.fairgroundsfarmersmkt.com","1825 Chew Street","Allentown","Lehigh","Pennsylvania",18104,,,,,,,,,-75.4942,40.6008,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007083,"Allentown Turnpike Plaza Farmers Market",,"Route 9","Allentown","Lehigh","Pennsylvania",18104,,,,,,,,,-75.490183,40.608431,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002964,"Alliance Farmers Market",,"3rd & Box Butte Ave.","Alliance","Box Butte","Nebraska",69301,,,,,,,,,-102.871,42.0971,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005675,"Alliance Farmers' Market","http://www.alliancefarmersmarket.com","Corner of E. Main St. and Mechanic Ave.","Alliance","Stark","Ohio",44601,"06/15/2013 to 10/12/2013","Sat: 9:00 AM-12:00 PM;",,,,,,,-81.1024,40.9216,"Other","Y","Y","N","Y","Y","Y","N","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N",6/13/2013 11:25
1006739,"Alliance for the Arts GreenMarket","http://www.artinlee.org","10091 McGregor Boulevard","Ft. Myers","Lee","Florida",33919,,"Sat: 9:00 AM-1:00 PM;",,,,,,,-81.89128,26.59521,"Other","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","Y","N",6/12/2013 13:58
1002683,"Allston Farmers' Market","http://www.dining.harvard.edu/flp/ag_market.html","175 North Harvard Street","Allston","Middlesex","Massachusetts",2134,"June 17, 2012 to October 28, 2012","Fri:3:00 pm - 7:00 pm;",,,,,,,-71.1299,42.3629,"Educational institution","Y","Y","N","Y","Y","Y","N","N","N","N","N","Y","Y","Y","Y","N","Y","N","N","N","N","Y","N","N","N",1/19/2012 11:56
1005134,"Allston Village Farmers Market","http://www.allstonbrightoncdc.org/","500 Cambridge St.","Boston","Suffolk","Massachusetts",2134,"05/18/2013 to 10/26/2013","Sat: 11:00 AM-3:00 PM;",,,,,,,-71.1378418,42.353384,"Educational institution","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","N","N","Y","N","N",6/13/2013 7:48
1006816,"Alma Farmers Market",,"City Auditorium on Main Street, Downtown","Alma","Harlan","Nebraska",68920,,,,,,,,,-99.3625,40.1008,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002250,"Alma Farmers' Market",,"Pine & Downie Streets","Alma","Gratiot","Michigan",48801,"05/04/2013 to 10/31/2013","Wed: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;",,,,,,,-84.656984,43.38027,"Local government building grounds","Y","N","N","Y","N","Y","N","N","Y","Y","N","Y","Y","Y","N","Y","N","N","N","Y","N","Y","N","N","N",6/24/2013 14:33
1007836,"Almont Farmers' Market","http://www.almontfarmersmarket.com","Van Dyke at School Street (northwest corner)","Almont","Lapeer County","Michigan",,,,,,,,,,-83.0475,42.9216,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1006235,"Aloha Farmers Market","http://www.alohafarmersmarket.com","18631 SW Tualatin Valley Hw","Aloha","Washington","Oregon",97007,,,,,,,,,-122.87,45.4941,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1004894,"Alpena Farmers' Market","http://www.alpenafarmersmarket.org","208 N. First Street","Alpena","Alpena","Michigan",49707,"05/25/2013 to 10/26/2013","Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;",,"Sat: 10:00 AM-2:00 PM;",,,,,-83.429897,45.061184,"Local government building grounds","Y","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","Y","N",6/22/2013 16:35
1005447,"Alpha Nursery Farmers' Market","http://www.alpha-nursery.com","12 Alpha Lane,","Cascade","Valley","Idaho",83611,"07/10/2013 to 09/28/2013","Wed: 10:00 AM-5:00 PM;",,,,,,,-115.998,44.4251,"Private business parking lot","Y","N","N","N","N","N","N","N","N","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","Y","N",7/11/2013 15:51
1000735,"ALPHARETTA FARMERS MARKET","http://www.alpharettafarmersmarket.com","OLD CANTON STREET","ALPHARETTA","Fulton","Georgia",30009,,"Sat: 8:00 AM-12:30 PM;","04/12/2014 to 10/04/2014","Sat: 8:00 AM-12:30 PM;",,,,,-84.29514,34.075892,"Closed-off public street","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N",6/28/2013 9:29
1007633,"Alpine Flowerland Farmers' Market",,"3801 Alpine Ave NW","Comstock Park","Kent","Michigan",49321,,,,,,,,,-85.4386,44.3365,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1005987,"Alsip Farmers Market","http://www.merrillsmarkets.com","12600 Kedzie Ave.","Alsip","Cook","Illinois",60803,"June to September","Fri:9:00 AM - 1:00 PM;",,,,,,,-87.700424,41.665699,"Other","Y","N","N","N","N","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","Y","N","N","N","N","Y","N","N","N",4/25/2012 13:52
1003276,"Altadena Farmers' Market","http://www.altadenafarmersmarket.com","600 W Palm Ave","Altadena","Los Angeles","California",91001,"01/01/2013 to 12/31/2013","Wed: 4:00 PM-8:00 PM;",,,,,,,-118.15813,34.200379,"Local government building grounds","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","Y","N","N",6/16/2013 20:14
1004383,"Altamont Farmer's Market",,"Main Street & Maple Avenue","Altamont","Albany","New York",12009,"July to September","Mon:11:00 am - 6:00 pm;Tue:11:00 am - 6:00 pm;Thu:11:00 am - 6:00 pm;Fri:11:00 am - 6:00 pm;Sat:10:00 am - 2:00 pm;sun:10:00 am - 2:00 pm;",,,,,,,-74.0325,42.7013,"Private business parking lot","Y","Y","N","Y","N","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","N","N","N","N",5/4/2011 15:59
1000357,"Altavista Farmers Market","http://www.ci.altavista.va.us","Trade Lot","Altavista","Campbell","Virginia",24517,,,,,,,,,-79.2838,37.1185,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
